startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,distributionchannel,userlanguage,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q16,q17,q18,participantid,assignmentid,projectid,cond,partition
"9/11/24 10:06","9/11/24 10:08","0","307","100","77","1","9/11/24 10:08","R_3fwwl808lsCHZTx","","","","","anonymous","EN","5","","","","","","5","","","","","","2","38","","8FFD8A377311493BB0085175099606BB","9f1106b1-22d7-46f2-8321-73d9ca0416d4","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","286","100","46","1","9/11/24 10:08","R_7h7hjifAb1Wn5Jf","","","","","anonymous","EN","","1","","","","","","1","","","","","1","52","","D87B6F7E407E4B708D5852B0DDA1EDFA","94a25c70-dfb6-446d-9fe2-360d00ecead5","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","500","100","46","1","9/11/24 10:08","R_1nOIBMO6Fic4v1T","","","","","anonymous","EN","1","","0.25","","","","","","","","","","2","28","","664D9DBC7D5A43F2AFE71AF3132C6746","3fd057f6-f627-4ae1-8e52-1842218884c0","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","520","100","40","1","9/11/24 10:08","R_3QyjeypHyhcg6C5","","","","","anonymous","EN","","5","","","","","","","","","","5","2","41","","8A6E7844C92143D89CB0C0DE519F9FF1","9f0ce9e4-d8fc-4f22-8af4-4a1b38a7bc3b","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","220","100","48","1","9/11/24 10:08","R_5oLN0dgiEwvsCZz","","","","","anonymous","EN","1","","0","","","","","","","","","","2","46","","78CFD14BC60E4CD89845ED7BFCCD1A3A","fa353977-9689-4a8f-ab63-69f7e963d65c","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","639","100","52","1","9/11/24 10:08","R_6IZHEAPDS5YYgJH","","","","","anonymous","EN","1","","0","","","","","","","","","","2","63","","8629D06659DE40C28BECB6CC28781A86","98406178-3c8b-437b-872a-6d7a32721663","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","765","100","40","1","9/11/24 10:08","R_72tXng1y3qGvNX2","","","","","anonymous","EN","5","","","","","","5","","","","","","2","52","","42E11D90D1474FD69C5FC6536F3C23C7","40d3d88b-7fd7-4510-b476-d02935c3f99f","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","600","100","48","1","9/11/24 10:08","R_5zVbQc0YiQXwux9","","","","","anonymous","EN","3","","","","1.49","","","","","","","","2","45","none","4CEF3144155540BA9554BF95B04EC5D8","ddfa72aa-07b2-425b-be60-2d0f07a548f7","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:08","0","330","100","18","1","9/11/24 10:08","R_1G3rJJAwujCVr0A","","","","","anonymous","EN","","1","","","","","","1","","","","","1","26","","20EDD43C275A4D4AB533C8DAC9F8390D","a166f9df-3def-484c-8b6f-64c7c5c3b27c","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","471","100","69","1","9/11/24 10:08","R_33Oj00eouQHfmkF","","","","","anonymous","EN","1","","0.25","","","","","","","","","","1","50","No thank you.","5E8EDCB5AB1046B89CD5DF23047826B1","ee28e005-cf1e-43c7-8a8b-8dd7115de9eb","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","657","100","69","1","9/11/24 10:08","R_3K756FO4Lx1QIQp","","","","","anonymous","EN","1","","0.25","","","","","","","","","","2","49","","61753A582BA1402FB1CD8ACFAC0217F3","355bc06b-bf62-4598-bbd3-0420df365cb7","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:06","9/11/24 10:08","0","293","100","100","1","9/11/24 10:08","R_1CHogp18ZsU3gDj","","","","","anonymous","EN","","3","","","","","","","","3.99","","","2","36","n/a","568D96A1613942D5ACB4B0253518188D","39228244-bf5a-4fe4-8456-27ceca69a3cd","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","439","100","40","1","9/11/24 10:08","R_7jICy686mjr5rzK","","","","","anonymous","EN","4","","","","","1.75","","","","","","","2","48","","D47D5561E11C4F05894E4698C7225B47","269feef5-707d-49c9-b8f9-2c91e27d2b50","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","718","100","76","1","9/11/24 10:08","R_6igK1wE7Vb6rVZW","","","","","anonymous","EN","","4","","","","","","","","","4.5","","1","21","","014AF5C1D40E4A93A8E753C54C786C25","b30ad518-5f9d-4fd9-a491-a18bd8c8b09a","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","784","100","69","1","9/11/24 10:08","R_1XilmuMWwlpb83N","","","","","anonymous","EN","5","","","","","","5","","","","","","2","49","","C1EDF37CD4A44E8B9A5A63A04D9E5696","bfe56bab-a584-4466-84f4-78f092ab6d7c","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","235","100","49","1","9/11/24 10:08","R_60NHsAZX48k8W2y","","","","","anonymous","EN","","5","","","","","","","","","","5","2","32","Thank you for letting me be a part of this study.","E93E1629DE604A379F2B0140B8AC841D","0ce06edd-05c7-43b0-95d6-02a738ac04f7","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","164","100","47","1","9/11/24 10:08","R_547P7Ny1kxHdq46","","","","","anonymous","EN","","1","","","","","","0.5","","","","","1","27","","F9E998D1F7FD4763BA48455B0A2AF97F","df82d5ee-8515-4656-b4a7-1accb645bf5d","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","513","100","67","1","9/11/24 10:08","R_5fuEDiLUagGQxsO","","","","","anonymous","EN","1","","0","","","","","","","","","","1","49","","1FD47ACC7BDD40A3AE5A7B4D6B0573A8","b3211755-0fc8-4515-a938-1ce1c51186f2","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","426","100","65","1","9/11/24 10:08","R_2KuTbiPxGBHKa1O","","","","","anonymous","EN","","2","","","","","","","2.5","","","","2","48","No","9CAC34B83F234445BD06FCD8C6D7E2C9","83dea897-b4da-4c27-986a-94c49e25e265","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","362","100","51","1","9/11/24 10:08","R_6CB5qFN51zZ44NF","","","","","anonymous","EN","3","","","","1","","","","","","","","2","36","","5D5328336B0C4737A43A576B7CC8D5AD","560b23ff-c533-445f-8af1-4dcebfe27394","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","501","100","31","1","9/11/24 10:08","R_7QXJHnpI3qu2Ixx","","","","","anonymous","EN","","4","","","","","","","","","4","","2","39","","2DC8E0F4F6C7481C8B038CF2C8A447CA","301c3b15-860b-4ebc-8960-219d8be353e3","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:06","9/11/24 10:08","0","71","100","106","1","9/11/24 10:08","R_70fbTd2MYh2GuGC","","","","","anonymous","EN","","5","","","","","","","","","","5","2","41","","D214792B1CCF473F8C4106613E438872","f4526e52-a65f-4fa2-bdca-9c4ea6a23b27","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:06","9/11/24 10:08","0","596","100","95","1","9/11/24 10:08","R_5HqIXLZ9tbGwNVO","","","","","anonymous","EN","","3","","","","","","","","3","","","2","35","","1BBA9B4D99FB47E389B21A60F4BE79C0","bd04af81-cc82-423c-b703-35af74f1811a","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:05","9/11/24 10:08","0","277","100","178","1","9/11/24 10:08","R_6Pc021144jK78dd","","","","","anonymous","EN","5","","","","","","3","","","","","","1","29","","4B2A41F967B046CD9EDB1DF981202C14","f71cd871-66bc-4103-91d5-f5229c1872c5","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","80","100","41","1","9/11/24 10:08","R_7PjjLdmVPjas46Z","","","","","anonymous","EN","3","","","","1","","","","","","","","1","33","","3C053D2A50234E649F845B642304C7C2","2f9ee1c4-8071-45f6-8f71-e1c5121b2b1e","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:08","0","562","100","29","1","9/11/24 10:08","R_5M6iP3UCa0gi7mX","","","","","anonymous","EN","5","","","","","","5","","","","","","1","39","no","1F4ECB6161634395999286C322FE5403","c2fde2e2-fe47-4c10-a50e-ce3939bfd96f","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","764","100","72","1","9/11/24 10:08","R_3G8w2pMr1M6D5EV","","","","","anonymous","EN","","3","","","","","","","","3","","","1","39","","321B93063C6A40D3801222F29E15B154","c69c83a9-f8a8-4799-9bc8-a82953a8ee76","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","346","100","83","1","9/11/24 10:08","R_6Aeld9RaCVZJEtz","","","","","anonymous","EN","","5","","","","","","","","","","5","2","57","","E6D20A014E624EAAA56E3C7DB08908AF","749b249a-a4a6-422c-8aa0-f229dbbb6032","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:05","9/11/24 10:08","0","670","100","180","1","9/11/24 10:08","R_1Sd3OIkkECir9ER","","","","","anonymous","EN","4","","","","","1.75","","","","","","","1","30","","EBBF897B884749F0AF3CD4F39A225954","ff634f2a-38ae-4c38-9b1c-843769ed3050","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","268","100","50","1","9/11/24 10:08","R_539Ky442luQWYwI","","","","","anonymous","EN","","5","","","","","","","","","","5","2","24","","7A456F9C11CA4587BDC8EAC1C6752CA5","0afd6382-c570-4b84-9719-feba8e81bce1","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","655","100","54","1","9/11/24 10:08","R_1Oq7XwnvUkBZxkp","","","","","anonymous","EN","","4","","","","","","","","","4.99","","2","50","","07D80F9995F944F389BFCA06D79560AF","988f2706-c09f-4917-89ef-c11825630e51","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","280","100","71","1","9/11/24 10:08","R_5wa8Qny2m2dLvbe","","","","","anonymous","EN","","5","","","","","","","","","","5","2","32","","F90AE24507A44BEC867D2859D7AA2A8A","4d4c1001-f59a-412b-94d4-937b070f7869","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:08","0","747","100","36","1","9/11/24 10:08","R_5s7qChbOwzI2cux","","","","","anonymous","EN","","5","","","","","","","","","","5","1","33","","FD19CDCD554F4AFE8E1787FDCDA84A49","a9c86726-4c48-48e7-a900-6c419f73ebaa","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:06","9/11/24 10:08","0","9","100","112","1","9/11/24 10:08","R_7GDROxlcqdtHGDg","","","","","anonymous","EN","","5","","","","","","","","","","5","2","29","","5DEB4DBD45C345FFA77CA5A219BEE182","74b34ab3-3d5f-4c57-b3e8-85b7969cd64b","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","202","100","76","1","9/11/24 10:08","R_5VxukZ6bvjrY92h","","","","","anonymous","EN","","5","","","","","","","","","","5","1","56","","FCA8C63F27B643548A12B27B4181E7E8","7604d4b1-f185-4f34-9631-669d8b3f04eb","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","525","100","71","1","9/11/24 10:08","R_62RP0RTRmrWu8tR","","","","","anonymous","EN","5","","","","","","5","","","","","","2","39","It seems only fair to share half.","352F50BB940746CDBA37845760C42016","33b7f96e-7e7b-485c-bec4-c6c6be65725f","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","683","100","89","1","9/11/24 10:08","R_3inawW4iHxUs3kR","","","","","anonymous","EN","","1","","","","","","0","","","","","2","39","","70C4307BFA6748DF88672E1C835B12FE","841111cb-f270-4fb3-b34b-df0dad0d6cf4","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","106","100","43","1","9/11/24 10:08","R_2DvJj4QYiRzMAyR","","","","","anonymous","EN","3","","","","1.25","","","","","","","","1","29","","FD60D324E8A4473EB9F62F0AE260736A","e2c10e90-1dac-4664-bcfb-1502f9fa01ac","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","440","100","95","1","9/11/24 10:08","R_6ROgBkUhuibXfmo","","","","","anonymous","EN","5","","","","","","5","","","","","","1","24","Nothing to add. Thanks for letting me participate!","CE80344E41FC4243AB86E57D002C34B0","2dc9f99a-3b2c-4095-b8b5-c24e83aa46ed","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","598","100","43","1","9/11/24 10:08","R_1jIDDBNi2uK6oFT","","","","","anonymous","EN","","5","","","","","","","","","","5","1","50","","DA05C52FCF8D4126A1B1C7670299550F","dc262f4a-cddc-48fd-a288-cd7768d3c7d7","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","147","100","61","1","9/11/24 10:08","R_1agzcrDqH6DffVB","","","","","anonymous","EN","5","","","","","","5","","","","","","2","32","","4531350E7FE54558ABC100BFAEE5BB0D","a4678927-b7b1-4931-a3b3-8bb991e90c0a","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:08","0","483","100","39","1","9/11/24 10:08","R_3MAM4ewSpg2nGCe","","","","","anonymous","EN","1","","0.25","","","","","","","","","","1","53","","5501E26B3F18462092D7E8FDE5E0F2CD","947e9e82-f1ea-488a-a2fd-591ec7c94538","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","167","100","61","1","9/11/24 10:08","R_6Kj9MHrKsxKunXk","","","","","anonymous","EN","","4","","","","","","","","","4","","1","20","","85493123E543447A9BFA4F4A0CC1FA5B","3c935d11-38b5-4c86-a417-2d5de30a87cf","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","33","100","81","1","9/11/24 10:08","R_3GpLj43PIB6UFZ3","","","","","anonymous","EN","4","","","","","1.75","","","","","","","1","38","","28DBC445DE7F4127BB12AEE711B2DE4C","f86cefda-1383-45b6-b027-57a6b1e3c642","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","221","100","85","1","9/11/24 10:08","R_6eXTDvPBlLLOuxL","","","","","anonymous","EN","5","","","","","","3","","","","","","2","66","","ADDBE78355E240D8AF1E859572FDF233","289e7db6-937c-4f11-9988-ad0c7e872406","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:06","9/11/24 10:08","0","421","100","123","1","9/11/24 10:08","R_6dZYbZ24ivKI45H","","","","","anonymous","EN","","4","","","","","","","","","4.99","","1","30","Equality dude, share the wealth.","84A39110765C471A82B7766572113F10","fbaa7f7e-6fd6-41fb-89d6-db4d2073e657","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:06","9/11/24 10:08","0","607","100","122","1","9/11/24 10:08","R_3hAsD9t6SNe797n","","","","","anonymous","EN","","4","","","","","","","","","4.5","","1","39","I would be interested in seeing a follow-up study on how much Player B would have given me if the chance presented itself. ","49F2F74AD08E4437B9C2153283B2D6A4","4e069c32-2d01-4586-b672-061831a76ff6","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:08","0","678","100","33","1","9/11/24 10:08","R_7O1hTnIQWo85741","","","","","anonymous","EN","4","","","","","1.5","","","","","","","2","30","","F931A989F00E45A58AC4BF8B5A2DB253","27ff736e-847c-42e2-a3fa-f5b7fc0be818","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","679","100","83","1","9/11/24 10:08","R_5v7b7OSlfnLj5Zx","","","","","anonymous","EN","","5","","","","","","","","","","5","2","46","None, thank you","E138DDD3EE7D487FA1D1DA0BA43E16E5","53dd7c01-fec4-44fa-8818-f78122699feb","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","316","100","99","1","9/11/24 10:08","R_3QVufL8dQCYwcXR","","","","","anonymous","EN","2","","","0.99","","","","","","","","","2","26","","500423E7C1594FF4A3A32F63961E025F","aa4a722c-c24f-44e9-8a69-19ff164ba279","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","13","100","65","1","9/11/24 10:08","R_7RgzTckuXac4exr","","","","","anonymous","EN","","2","","","","","","","2.5","","","","2","38","","595DA76E0EEE4422825351456B93BD6B","1828323d-1a8a-4498-9e12-07df8b91f30a","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","394","100","60","1","9/11/24 10:08","R_1nVe3PNoLhRLtDb","","","","","anonymous","EN","2","","","0.99","","","","","","","","","2","56","","89624827B319463688BBEA2EDB765C3C","e0ee9b65-33a7-46f8-9425-8e02bf70bccb","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:08","0","262","100","33","1","9/11/24 10:08","R_7xTe0JvaE2OGljj","","","","","anonymous","EN","","1","","","","","","0","","","","","2","36","","5A606E625C384C9AB48B2DE67C6DEED5","c3105cb5-30bb-4843-bc0d-1a8486f42a39","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:08","0","303","100","41","1","9/11/24 10:08","R_57Vuree780gI50J","","","","","anonymous","EN","","5","","","","","","","","","","5","1","34","","923D08CFD0894720B1F1D5D4C8C30F80","3bd9ea62-d187-431a-a94c-b457a9c711d4","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:08","0","617","100","39","1","9/11/24 10:08","R_5hUPltkih4lg2Fb","","","","","anonymous","EN","","1","","","","","","1","","","","","1","40","","6BB9322B779B40D19994176DA55902A8","9b17b992-21c6-4b7c-aefc-265a9b1bf8ac","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:08","0","256","100","39","1","9/11/24 10:08","R_1hzuBYURt2bTHLJ","","","","","anonymous","EN","","5","","","","","","","","","","5","1","42","","66124DFF2AF642C5848ECF99EA8E6523","dc5188cd-247a-44dc-b8c2-10a829125ff3","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","306","100","86","1","9/11/24 10:08","R_7R1tVGXsr78Wl8W","","","","","anonymous","EN","","5","","","","","","","","","","5","1","36","","145CB95D102C43CA80B47EC95C7D2A71","26384807-dd6a-4078-b10e-101e47aa831c","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:08","0","460","100","38","1","9/11/24 10:08","R_3aj3P9JWDoPCNRT","","","","","anonymous","EN","3","","","","1.3","","","","","","","","1","31","No","D6524B8F60374CE3949477E517C69CE8","a148bda9-f3fc-4fd6-8755-a3309249e254","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:08","0","798","100","106","1","9/11/24 10:08","R_5UVjMN1fIcCgCNX","","","","","anonymous","EN","1","","0.25","","","","","","","","","","1","44","","C7CE232983894E35BD5CB68C7068522C","be2e2aae-a74e-4c9b-ad55-2b431df6b9a0","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:08","0","39","100","51","1","9/11/24 10:08","R_74hH4Qmd4B7AXoi","","","","","anonymous","EN","","1","","","","","","0","","","","","1","33","","16B11F408CA448AEB096B17331251C5D","bfe397aa-a153-42d3-a431-4447c80deb89","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:08","0","621","100","90","1","9/11/24 10:08","R_33EFWVZRE8A2d1d","","","","","anonymous","EN","5","","","","","","5","","","","","","2","28","","89BD029C51E24EEAAD1F7F9A13CACD5C","daf71016-2afe-47d1-b2d3-73afc51fa6c3","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:08","0","174","100","38","1","9/11/24 10:08","R_764G3pwazNrWrZ1","","","","","anonymous","EN","","3","","","","","","","","3.5","","","1","25","","72A35B5B5193461B80FAAC7F6EBC9D02","e64ba687-aa9f-416d-8eda-fcbd07b8f6bd","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:06","9/11/24 10:09","0","427","100","142","1","9/11/24 10:09","R_1Rji7UiDCOLveaR","","","","","anonymous","EN","","4","","","","","","","","","4.5","","1","27","I think it would be better to specify that you will be able to write down the exact amount that you want to transfer, before making the 1st choice.","2550814AEB7C4AB5B74CB93587423C76","7d27e19c-fb28-447d-b94c-246f9138c1c3","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:09","0","801","100","53","1","9/11/24 10:09","R_7AMYcOPtK06viL4","","","","","anonymous","EN","","3","","","","","","","","3.5","","","2","29","Thank you for the opportunity!","48CA99ED75964B59AF3E430D70E70971","d8984211-75f3-47de-8525-c362eecff814","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:05","9/11/24 10:09","0","222","100","233","1","9/11/24 10:09","R_6I4XTd8Y4XdXMYK","","","","","anonymous","EN","5","","","","","","5","","","","","","1","33","This study was easy to follow and well put together","7D0CC43EFF454085A097E314118598BA","eb3ebb8d-9bad-480b-a94f-2cb0875fa3c4","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:09","0","806","100","105","1","9/11/24 10:09","R_1bUaW87UOi7qfYV","","","","","anonymous","EN","","1","","","","","","1","","","","","2","37","","2CB2CCB5896245DE9B6981A83B7B403B","ec9c5f84-ceb5-445e-9f05-4aaecee0bfe7","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:09","0","582","100","29","1","9/11/24 10:09","R_5PUI813rVubmapP","","","","","anonymous","EN","1","","0","","","","","","","","","","1","42","","7D2AA6C9DCAB4434A73654D7866D56DA","c98f9189-ea5e-4320-853e-03b81abe17e9","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:09","0","689","100","69","1","9/11/24 10:09","R_5Ed72MBSokyiNBH","","","","","anonymous","EN","5","","","","","","5","","","","","","1","34","none","5095C1240E404B5A8B36B2D2D7A80788","8810cabf-01c8-4920-8929-7735c22b0557","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:09","0","687","100","57","1","9/11/24 10:09","R_5EbbSyJGarlX0Yo","","","","","anonymous","EN","","5","","","","","","","","","","5","1","23","","D4303F1EB53F4A0C9EBA0EA46F4A7C07","0cb6d0c1-c01a-48d9-be7b-0d5bc4b9f026","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:06","9/11/24 10:09","0","310","100","149","1","9/11/24 10:09","R_5sahf9vLh9anCcn","","","","","anonymous","EN","","3","","","","","","","","3","","","2","64","","055020224A7049BF928373BCE7F90557","5f770c99-7f1a-4920-9e93-578e319ee065","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:09","0","290","100","55","1","9/11/24 10:09","R_58zwTudOuaqQrEl","","","","","anonymous","EN","5","","","","","","2.5","","","","","","2","22","","3B791D99055F42349DCC80BCAE150430","5521697a-6d86-476d-9a9c-2c1f7d203e88","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:09","0","508","100","42","1","9/11/24 10:09","R_6FK7X9Xjl2lGaUx","","","","","anonymous","EN","3","","","","1","","","","","","","","1","28","","F6B786BE072C48BD8F3F4421979AE036","0761d091-0790-46bd-9bec-0975e4040c5f","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:09","0","349","100","64","1","9/11/24 10:09","R_5Dy1rim3tGvTvi1","","","","","anonymous","EN","","5","","","","","","","","","","5","1","66","","D13F25F64F81432D9C7FC31F7E86407B","e927972f-7100-41c6-af43-470a89c43d54","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:09","0","386","100","98","1","9/11/24 10:09","R_7P6o6v3ho79Zquq","","","","","anonymous","EN","5","","","","","","5","","","","","","2","37","","076455014189415A9BD353EF6AB2BF73","64594c8d-8813-4321-9904-78b16e749d08","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:09","0","541","100","124","1","9/11/24 10:09","R_3L4hHzwjWEOufpn","","","","","anonymous","EN","5","","","","","","5","","","","","","1","42","","F093F151B61C49228B9946E8987A5D6A","982466d0-e7cf-47d8-abf9-a09ffaf11548","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:09","0","171","100","71","1","9/11/24 10:09","R_1lxZnq1csA6Y84U","","","","","anonymous","EN","","1","","","","","","0","","","","","2","43","Thank you.","0F56DBF6A6F34D1FB4B734C1730C583C","c80fdb4e-2f8a-4018-9466-90c3371bd2c3","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:08","9/11/24 10:09","0","516","100","57","1","9/11/24 10:09","R_1WBx94mcEV8i1Da","","","","","anonymous","EN","5","","","","","","5","","","","","","2","33","","58F823D5B63F4F5185F8B56AA481D5D7","6f924af1-8739-44ee-8241-349cf13fe867","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
