study,studylbl,id,trial,cond,position,dv
1,Study 1A,195,2,0,0,0
1,Study 1A,195,3,1,0,1
1,Study 1A,195,4,1,0,1
1,Study 1A,196,1,1,1,1
1,Study 1A,196,2,1,1,1
1,Study 1A,196,3,0,1,0
1,Study 1A,196,4,1,1,1
1,Study 1A,197,1,0,0,0
1,Study 1A,197,2,0,0,0
1,Study 1A,197,3,1,0,1
1,Study 1A,197,4,0,0,0
1,Study 1A,198,1,0,1,1
1,Study 1A,198,2,1,1,1
1,Study 1A,198,3,0,1,0
1,Study 1A,198,4,1,1,1
1,Study 1A,199,1,1,1,1
1,Study 1A,199,2,0,1,1
1,Study 1A,199,3,1,1,1
1,Study 1A,199,4,0,1,0
1,Study 1A,200,1,1,0,1
1,Study 1A,200,2,0,0,0
1,Study 1A,200,3,1,0,1
1,Study 1A,200,4,1,0,1
1,Study 1A,201,1,0,0,0
1,Study 1A,201,2,1,0,1
1,Study 1A,201,3,0,0,0
1,Study 1A,201,4,0,0,0
1,Study 1A,202,1,0,1,1
1,Study 1A,202,2,0,1,1
1,Study 1A,202,3,1,1,1
1,Study 1A,202,4,1,1,1
1,Study 1A,203,1,1,1,1
1,Study 1A,203,2,1,1,0
1,Study 1A,203,3,0,1,0
1,Study 1A,203,4,0,1,1
1,Study 1A,204,1,0,0,1
1,Study 1A,204,2,0,0,1
1,Study 1A,204,3,1,0,1
1,Study 1A,204,4,1,0,0
1,Study 1A,205,1,1,1,1
1,Study 1A,205,2,1,1,1
1,Study 1A,205,3,0,1,1
1,Study 1A,205,4,0,1,0
1,Study 1A,206,1,0,0,1
1,Study 1A,206,2,0,0,0
1,Study 1A,206,3,1,0,0
1,Study 1A,206,4,1,0,0
1,Study 1A,207,1,1,1,1
1,Study 1A,207,2,1,1,1
1,Study 1A,207,3,0,1,1
1,Study 1A,207,4,0,1,0
1,Study 1A,208,1,0,0,1
1,Study 1A,208,2,1,0,1
1,Study 1A,208,3,0,0,0
1,Study 1A,208,4,0,0,0
1,Study 1A,209,1,1,0,1
1,Study 1A,209,2,0,0,1
1,Study 1A,209,3,1,0,1
1,Study 1A,209,4,1,0,1
1,Study 1A,210,1,1,1,1
1,Study 1A,210,2,0,1,1
1,Study 1A,210,3,1,1,1
1,Study 1A,210,4,1,1,1
1,Study 1A,211,1,0,0,0
1,Study 1A,211,2,0,0,0
1,Study 1A,211,3,1,0,1
1,Study 1A,211,4,0,0,0
1,Study 1A,212,1,1,0,1
1,Study 1A,212,2,1,0,1
1,Study 1A,212,3,0,0,0
1,Study 1A,212,4,1,0,1
1,Study 1A,213,1,1,1,1
1,Study 1A,213,2,0,1,1
1,Study 1A,213,3,1,1,1
1,Study 1A,213,4,0,1,0
1,Study 1A,214,1,0,1,1
1,Study 1A,214,2,1,1,1
1,Study 1A,214,3,0,1,0
1,Study 1A,214,4,1,1,1
1,Study 1A,215,1,0,0,1
1,Study 1A,215,2,0,0,1
1,Study 1A,215,3,0,0,1
1,Study 1A,215,4,0,0,0
1,Study 1A,216,1,1,0,1
1,Study 1A,216,2,1,0,1
1,Study 1A,216,3,1,0,1
1,Study 1A,216,4,1,0,1
1,Study 1A,217,1,0,1,1
1,Study 1A,217,2,1,1,0
1,Study 1A,217,3,0,1,1
1,Study 1A,217,4,1,1,1
1,Study 1A,218,1,1,1,0
1,Study 1A,218,2,0,1,1
1,Study 1A,218,3,1,1,1
1,Study 1A,218,4,0,1,1
1,Study 1A,219,1,0,0,0
1,Study 1A,219,2,1,0,1
1,Study 1A,219,3,1,0,
1,Study 1A,219,4,0,0,0
1,Study 1A,220,1,1,0,1
1,Study 1A,220,2,0,0,0
1,Study 1A,220,3,0,0,0
1,Study 1A,220,4,1,0,1
1,Study 1A,221,1,0,1,0
1,Study 1A,221,2,0,1,0
1,Study 1A,221,3,1,1,1
1,Study 1A,221,4,1,1,1
1,Study 1A,222,1,1,1,1
1,Study 1A,222,2,1,1,1
1,Study 1A,222,3,0,1,0
1,Study 1A,222,4,0,1,0
1,Study 1A,223,1,1,0,1
1,Study 1A,223,2,1,0,1
1,Study 1A,223,3,0,0,0
1,Study 1A,223,4,1,0,0
1,Study 1A,224,1,0,0,1
1,Study 1A,224,2,0,0,1
1,Study 1A,224,3,1,0,0
1,Study 1A,224,4,0,0,0
1,Study 1A,225,1,1,1,1
1,Study 1A,225,2,0,1,0
1,Study 1A,225,3,0,1,1
1,Study 1A,225,4,0,1,1
1,Study 1A,226,1,0,1,0
1,Study 1A,226,2,1,1,1
1,Study 1A,226,3,1,1,0
1,Study 1A,226,4,1,1,1
1,Study 1A,227,1,1,0,1
1,Study 1A,227,2,1,0,1
1,Study 1A,227,3,1,0,1
1,Study 1A,227,4,0,0,0
1,Study 1A,228,1,0,0,1
1,Study 1A,228,2,1,0,0
1,Study 1A,228,3,0,0,1
1,Study 1A,228,4,1,0,0
1,Study 1A,229,1,0,1,0
1,Study 1A,229,2,0,1,1
1,Study 1A,229,3,0,1,0
1,Study 1A,229,4,0,1,1
1,Study 1A,230,1,1,1,1
1,Study 1A,230,2,0,1,0
1,Study 1A,230,3,1,1,1
1,Study 1A,230,4,1,1,0
1,Study 1A,231,1,1,0,1
1,Study 1A,231,2,1,0,0
1,Study 1A,231,3,1,0,1
1,Study 1A,231,4,0,0,0
1,Study 1A,232,1,0,1,0
1,Study 1A,232,2,1,1,1
1,Study 1A,232,3,1,1,1
1,Study 1A,232,4,0,1,0
1,Study 1A,233,1,1,0,1
1,Study 1A,233,2,0,0,0
1,Study 1A,233,3,0,0,0
1,Study 1A,233,4,1,0,1
1,Study 1A,234,1,1,1,0
1,Study 1A,234,2,1,1,1
1,Study 1A,234,3,1,1,0
1,Study 1A,234,4,0,1,0
1,Study 1A,235,1,0,1,0
1,Study 1A,235,2,0,1,1
1,Study 1A,235,3,0,1,0
1,Study 1A,235,4,1,1,1
1,Study 1A,236,1,0,0,1
1,Study 1A,236,2,0,0,0
1,Study 1A,236,3,0,0,1
1,Study 1A,236,4,0,0,1
1,Study 1A,237,1,1,0,1
1,Study 1A,237,2,0,0,1
1,Study 1A,237,3,0,0,1
1,Study 1A,237,4,0,0,1
1,Study 1A,238,1,0,0,0
1,Study 1A,238,2,1,0,1
1,Study 1A,238,3,1,0,0
1,Study 1A,238,4,1,0,1
1,Study 1A,239,1,1,1,1
1,Study 1A,239,2,0,1,1
1,Study 1A,239,3,1,1,0
1,Study 1A,239,4,1,1,1
1,Study 1A,240,1,0,0,0
1,Study 1A,240,2,1,0,1
1,Study 1A,240,3,0,0,0
1,Study 1A,240,4,0,0,0
1,Study 1A,241,1,0,1,0
1,Study 1A,241,2,1,1,0
1,Study 1A,241,3,0,1,0
1,Study 1A,241,4,1,1,1
1,Study 1A,242,1,1,0,0
1,Study 1A,242,2,0,0,1
1,Study 1A,242,3,1,0,1
1,Study 1A,242,4,0,0,0
1,Study 1A,243,1,1,1,0
1,Study 1A,243,2,1,1,0
1,Study 1A,243,3,1,1,0
1,Study 1A,243,4,1,1,1
1,Study 1A,244,1,0,0,1
1,Study 1A,244,2,0,0,1
1,Study 1A,244,3,0,0,1
1,Study 1A,244,4,0,0,0
1,Study 1A,245,1,1,1,1
1,Study 1A,245,2,1,1,1
1,Study 1A,245,3,1,1,1
1,Study 1A,245,4,1,1,1
1,Study 1A,246,1,0,0,0
1,Study 1A,246,2,0,0,1
1,Study 1A,246,3,0,0,0
1,Study 1A,246,4,0,0,0
1,Study 1A,247,1,1,1,0
1,Study 1A,247,2,0,1,1
1,Study 1A,247,3,0,1,0
1,Study 1A,247,4,0,1,0
1,Study 1A,248,1,0,0,0
1,Study 1A,248,2,1,0,0
1,Study 1A,248,3,0,0,1
1,Study 1A,248,4,1,0,0
1,Study 1A,249,1,0,1,1
1,Study 1A,249,2,0,1,1
1,Study 1A,249,3,0,1,1
1,Study 1A,249,4,1,1,0
1,Study 1A,250,1,0,0,1
1,Study 1A,250,2,0,0,0
1,Study 1A,250,3,0,0,0
1,Study 1A,250,4,0,0,0
1,Study 1A,251,1,1,1,1
1,Study 1A,251,2,0,1,1
1,Study 1A,251,3,1,1,0
1,Study 1A,251,4,1,1,0
1,Study 1A,252,1,0,1,
1,Study 1A,252,2,1,1,
1,Study 1A,252,3,0,1,0
1,Study 1A,252,4,0,1,0
1,Study 1A,253,1,1,0,1
1,Study 1A,253,2,0,0,0
1,Study 1A,253,3,1,0,1
1,Study 1A,253,4,1,0,1
1,Study 1A,254,1,1,0,1
1,Study 1A,254,2,0,0,
1,Study 1A,254,3,0,0,
1,Study 1A,254,4,1,0,
1,Study 1A,255,1,0,1,1
1,Study 1A,255,2,1,1,1
1,Study 1A,255,3,1,1,1
1,Study 1A,255,4,0,1,0
1,Study 1A,256,1,0,0,1
1,Study 1A,256,2,0,0,1
1,Study 1A,256,3,0,0,1
1,Study 1A,256,4,1,0,1
1,Study 1A,257,1,1,0,1
1,Study 1A,257,2,1,0,0
1,Study 1A,257,3,1,0,1
1,Study 1A,257,4,0,0,1
1,Study 1A,258,1,1,1,1
1,Study 1A,258,2,1,1,1
1,Study 1A,258,3,1,1,1
1,Study 1A,258,4,0,1,0
1,Study 1A,259,1,0,1,1
1,Study 1A,259,2,0,1,1
1,Study 1A,259,3,0,1,1
1,Study 1A,259,4,1,1,0
1,Study 1A,260,1,1,0,1
1,Study 1A,260,2,1,0,1
1,Study 1A,260,3,0,0,0
1,Study 1A,260,4,1,0,1
1,Study 1A,261,1,0,0,0
1,Study 1A,261,2,0,0,0
1,Study 1A,261,3,1,0,1
1,Study 1A,261,4,0,0,1
1,Study 1A,262,1,0,1,0
1,Study 1A,262,2,0,1,1
1,Study 1A,262,3,1,1,1
1,Study 1A,262,4,1,1,1
1,Study 1A,263,1,1,1,1
1,Study 1A,263,2,1,1,1
1,Study 1A,263,3,0,1,1
1,Study 1A,263,4,0,1,0
1,Study 1A,264,1,0,0,1
1,Study 1A,264,2,1,0,1
1,Study 1A,264,3,0,0,0
1,Study 1A,264,4,0,0,0
1,Study 1A,265,1,1,0,1
1,Study 1A,265,2,0,0,0
1,Study 1A,265,3,1,0,1
1,Study 1A,265,4,1,0,1
1,Study 1A,266,1,0,1,1
1,Study 1A,266,2,1,1,0
1,Study 1A,266,3,1,1,1
1,Study 1A,266,4,1,1,1
1,Study 1A,267,1,1,0,0
1,Study 1A,267,2,0,0,1
1,Study 1A,267,3,0,0,1
1,Study 1A,267,4,0,0,1
1,Study 1A,268,1,1,1,1
1,Study 1A,268,2,1,1,1
1,Study 1A,268,3,0,1,0
1,Study 1A,268,4,0,1,0
1,Study 1A,269,1,0,1,1
1,Study 1A,269,2,0,1,0
1,Study 1A,269,3,1,1,1
1,Study 1A,269,4,1,1,1
1,Study 1A,270,1,1,0,1
1,Study 1A,270,2,0,0,0
1,Study 1A,270,3,1,0,1
1,Study 1A,270,4,1,0,0
1,Study 1A,271,1,0,1,1
1,Study 1A,271,2,1,1,0
1,Study 1A,271,3,0,1,0
1,Study 1A,271,4,0,1,1
1,Study 1A,272,1,1,0,1
1,Study 1A,272,2,0,0,0
1,Study 1A,272,3,1,0,1
1,Study 1A,272,4,1,0,1
1,Study 1A,273,1,0,1,0
1,Study 1A,273,2,1,1,1
1,Study 1A,273,3,0,1,0
1,Study 1A,273,4,0,1,0
1,Study 1A,274,1,1,0,1
1,Study 1A,274,2,1,0,0
1,Study 1A,274,3,1,0,0
1,Study 1A,274,4,0,0,1
1,Study 1A,275,1,0,0,1
1,Study 1A,275,2,0,0,0
1,Study 1A,275,3,0,0,1
1,Study 1A,275,4,1,0,
1,Study 1A,276,1,0,1,
1,Study 1A,276,2,1,1,0
1,Study 1A,276,3,1,1,1
1,Study 1A,276,4,1,1,1
1,Study 1A,277,1,1,0,1
1,Study 1A,277,2,0,0,0
1,Study 1A,277,3,0,0,0
1,Study 1A,277,4,0,0,0
1,Study 1A,278,1,1,1,1
1,Study 1A,278,2,0,1,1
1,Study 1A,278,3,1,1,1
1,Study 1A,278,4,0,1,1
1,Study 1A,279,1,0,1,1
1,Study 1A,279,2,1,1,0
1,Study 1A,279,3,0,1,1
1,Study 1A,279,4,1,1,0
1,Study 1A,280,1,1,0,1
1,Study 1A,280,2,0,0,0
1,Study 1A,280,3,1,0,1
1,Study 1A,280,4,0,0,
1,Study 1A,281,1,0,0,1
1,Study 1A,281,2,1,0,1
1,Study 1A,281,3,0,0,1
1,Study 1A,281,4,1,0,1
1,Study 1A,282,1,1,1,1
1,Study 1A,282,2,0,1,1
1,Study 1A,282,3,0,1,0
1,Study 1A,282,4,0,1,0
1,Study 1A,283,1,0,1,0
1,Study 1A,283,2,1,1,1
1,Study 1A,283,3,1,1,1
1,Study 1A,283,4,1,1,1
1,Study 1A,284,1,1,0,1
1,Study 1A,284,2,0,0,0
1,Study 1A,284,3,0,0,0
1,Study 1A,284,4,0,0,0
1,Study 1A,285,1,0,1,1
1,Study 1A,285,2,1,1,0
1,Study 1A,285,3,1,1,1
1,Study 1A,285,4,1,1,1
1,Study 1A,286,1,0,0,0
1,Study 1A,286,2,1,0,1
1,Study 1A,286,3,0,0,1
1,Study 1A,286,4,0,0,0
1,Study 1A,287,1,1,1,1
1,Study 1A,287,2,0,1,0
1,Study 1A,287,3,1,1,1
1,Study 1A,287,4,1,1,1
1,Study 1A,288,1,0,0,1
1,Study 1A,288,2,0,0,1
1,Study 1A,288,3,0,0,1
1,Study 1A,288,4,0,0,1
1,Study 1A,289,1,0,1,0
1,Study 1A,289,2,0,1,0
1,Study 1A,289,3,1,1,1
1,Study 1A,289,4,0,1,
1,Study 1A,290,1,1,1,1
1,Study 1A,290,2,1,1,0
1,Study 1A,290,3,0,1,0
1,Study 1A,290,4,1,1,1
1,Study 1A,291,1,0,0,1
1,Study 1A,291,2,1,0,1
1,Study 1A,291,3,1,0,1
1,Study 1A,291,4,0,0,0
1,Study 1A,292,1,1,1,1
1,Study 1A,292,2,0,1,1
1,Study 1A,292,3,0,1,0
1,Study 1A,292,4,1,1,1
1,Study 1A,293,1,1,0,1
1,Study 1A,293,2,0,0,0
1,Study 1A,293,3,1,0,1
1,Study 1A,293,4,0,0,1
1,Study 1A,294,1,0,0,0
1,Study 1A,294,2,1,0,1
1,Study 1A,294,3,0,0,0
1,Study 1A,294,4,1,0,1
1,Study 1A,295,1,0,1,0
1,Study 1A,295,2,1,1,0
1,Study 1A,295,3,1,1,1
1,Study 1A,295,4,0,1,1
1,Study 1A,296,1,1,0,0
1,Study 1A,296,2,0,0,1
1,Study 1A,296,3,0,0,0
1,Study 1A,296,4,1,0,1
1,Study 1A,297,1,0,1,0
1,Study 1A,297,2,1,1,1
1,Study 1A,297,3,1,1,0
1,Study 1A,297,4,0,1,0
1,Study 1A,298,1,1,0,1
1,Study 1A,298,2,0,0,0
1,Study 1A,298,3,0,0,0
1,Study 1A,298,4,1,0,1
1,Study 1A,299,1,1,1,1
1,Study 1A,299,2,0,1,1
1,Study 1A,299,3,0,1,0
1,Study 1A,299,4,0,1,1
2,Study 1B,1,1,1,1,0
2,Study 1B,2,1,1,0,0
2,Study 1B,3,1,1,1,0
2,Study 1B,4,1,0,1,0
2,Study 1B,5,1,1,1,0
2,Study 1B,6,1,0,0,0
2,Study 1B,7,1,1,0,1
2,Study 1B,8,1,0,1,0
2,Study 1B,9,1,1,0,0
2,Study 1B,10,1,1,0,0
2,Study 1B,11,1,1,0,0
2,Study 1B,12,1,0,1,0
2,Study 1B,13,1,1,1,0
2,Study 1B,14,1,0,0,0
2,Study 1B,15,1,0,0,0
2,Study 1B,16,1,0,0,0
2,Study 1B,17,1,1,0,0
2,Study 1B,18,1,0,0,0
2,Study 1B,19,1,0,1,0
2,Study 1B,20,1,1,1,0
2,Study 1B,21,1,0,0,0
2,Study 1B,22,1,1,0,0
2,Study 1B,23,1,1,0,0
2,Study 1B,24,1,1,0,0
2,Study 1B,25,1,1,1,1
2,Study 1B,26,1,0,0,0
2,Study 1B,27,1,0,0,1
2,Study 1B,28,1,0,1,0
2,Study 1B,29,1,0,1,0
2,Study 1B,30,1,0,1,0
2,Study 1B,31,1,0,0,0
2,Study 1B,32,1,1,0,0
2,Study 1B,33,1,1,1,1
2,Study 1B,34,1,0,0,0
2,Study 1B,35,1,1,1,1
2,Study 1B,36,1,0,1,0
2,Study 1B,37,1,0,1,1
2,Study 1B,38,1,1,1,0
2,Study 1B,39,1,0,0,0
2,Study 1B,40,1,1,0,0
2,Study 1B,41,1,0,0,0
2,Study 1B,42,1,0,1,0
2,Study 1B,43,1,1,1,1
2,Study 1B,44,1,1,0,0
2,Study 1B,45,1,1,1,0
2,Study 1B,46,1,1,0,0
2,Study 1B,47,1,1,1,0
2,Study 1B,48,1,1,1,1
2,Study 1B,49,1,1,1,0
2,Study 1B,50,1,1,1,0
2,Study 1B,51,1,1,0,0
2,Study 1B,52,1,0,1,0
2,Study 1B,53,1,0,0,0
2,Study 1B,54,1,1,0,0
2,Study 1B,55,1,1,1,0
2,Study 1B,56,1,0,0,0
2,Study 1B,57,1,1,0,1
2,Study 1B,58,1,0,0,0
2,Study 1B,59,1,1,1,1
2,Study 1B,60,1,0,0,0
2,Study 1B,61,1,1,0,1
2,Study 1B,62,1,1,1,0
2,Study 1B,63,1,1,1,0
2,Study 1B,64,1,0,1,0
2,Study 1B,65,1,0,0,0
2,Study 1B,66,1,1,1,0
2,Study 1B,67,1,0,1,0
2,Study 1B,68,1,0,1,0
2,Study 1B,69,1,1,1,0
2,Study 1B,70,1,1,1,0
2,Study 1B,71,1,1,1,0
2,Study 1B,72,1,0,1,0
2,Study 1B,73,1,1,0,0
2,Study 1B,74,1,1,0,0
2,Study 1B,75,1,0,1,0
2,Study 1B,76,1,1,1,0
2,Study 1B,77,1,1,0,0
2,Study 1B,78,1,0,0,0
2,Study 1B,79,1,0,0,0
2,Study 1B,80,1,1,1,0
2,Study 1B,81,1,0,1,1
2,Study 1B,82,1,1,0,0
2,Study 1B,83,1,1,0,1
2,Study 1B,84,1,1,1,0
2,Study 1B,85,1,0,1,0
2,Study 1B,86,1,0,1,0
2,Study 1B,87,1,1,0,0
2,Study 1B,88,1,1,1,1
2,Study 1B,89,1,0,0,0
2,Study 1B,90,1,1,1,1
2,Study 1B,91,1,1,0,1
2,Study 1B,92,1,1,0,0
2,Study 1B,93,1,0,0,0
2,Study 1B,94,1,0,0,0
2,Study 1B,95,1,1,0,0
2,Study 1B,96,1,1,1,0
2,Study 1B,97,1,1,0,0
2,Study 1B,98,1,0,1,0
2,Study 1B,99,1,1,1,0
2,Study 1B,100,1,1,1,0
2,Study 1B,101,1,0,0,0
2,Study 1B,102,1,1,0,0
2,Study 1B,103,1,1,0,0
2,Study 1B,104,1,0,1,0
2,Study 1B,105,1,1,1,0
2,Study 1B,106,1,1,1,0
2,Study 1B,107,1,0,1,0
2,Study 1B,108,1,1,0,1
2,Study 1B,109,1,1,1,1
2,Study 1B,110,1,1,0,1
2,Study 1B,111,1,1,1,0
2,Study 1B,112,1,0,0,0
2,Study 1B,113,1,1,1,0
2,Study 1B,114,1,0,1,0
2,Study 1B,115,1,1,1,1
2,Study 1B,116,1,0,0,0
2,Study 1B,117,1,0,0,0
2,Study 1B,118,1,1,0,0
2,Study 1B,119,1,0,1,0
2,Study 1B,120,1,0,1,1
2,Study 1B,121,1,1,0,0
2,Study 1B,122,1,0,0,0
2,Study 1B,123,1,0,0,0
2,Study 1B,124,1,1,1,0
2,Study 1B,125,1,1,0,0
2,Study 1B,126,1,0,1,0
2,Study 1B,127,1,0,1,0
2,Study 1B,128,1,1,1,0
2,Study 1B,129,1,0,0,0
2,Study 1B,130,1,1,1,0
2,Study 1B,131,1,1,1,1
2,Study 1B,132,1,1,1,0
2,Study 1B,133,1,0,0,0
2,Study 1B,134,1,0,1,0
2,Study 1B,135,1,0,0,0
2,Study 1B,136,1,1,1,0
2,Study 1B,137,1,1,0,0
2,Study 1B,138,1,0,0,0
2,Study 1B,139,1,0,1,0
2,Study 1B,140,1,1,0,0
2,Study 1B,141,1,0,1,0
2,Study 1B,142,1,1,0,0
2,Study 1B,143,1,1,0,0
2,Study 1B,144,1,0,0,0
2,Study 1B,145,1,0,1,0
2,Study 1B,146,1,0,1,0
2,Study 1B,147,1,1,1,1
2,Study 1B,148,1,1,1,0
2,Study 1B,149,1,1,0,0
2,Study 1B,150,1,1,0,0
2,Study 1B,151,1,1,1,0
2,Study 1B,152,1,1,0,0
2,Study 1B,153,1,1,0,0
2,Study 1B,154,1,1,0,0
2,Study 1B,155,1,0,1,0
2,Study 1B,156,1,0,0,0
2,Study 1B,157,1,1,0,0
2,Study 1B,158,1,0,0,0
2,Study 1B,159,1,1,0,0
2,Study 1B,160,1,1,1,1
2,Study 1B,161,1,0,1,0
2,Study 1B,162,1,0,0,0
2,Study 1B,163,1,1,0,0
2,Study 1B,164,1,1,0,0
2,Study 1B,165,1,0,0,0
2,Study 1B,166,1,1,0,0
2,Study 1B,167,1,1,1,0
2,Study 1B,168,1,0,1,1
2,Study 1B,169,1,1,1,0
2,Study 1B,170,1,0,1,0
2,Study 1B,171,1,1,0,0
2,Study 1B,172,1,1,1,1
2,Study 1B,173,1,1,1,1
2,Study 1B,174,1,0,1,0
2,Study 1B,175,1,0,0,0
2,Study 1B,176,1,1,1,0
2,Study 1B,177,1,0,0,0
2,Study 1B,178,1,1,1,0
2,Study 1B,179,1,1,1,1
2,Study 1B,180,1,0,1,0
2,Study 1B,181,1,1,1,1
2,Study 1B,182,1,0,0,0
2,Study 1B,183,1,0,1,0
2,Study 1B,184,1,1,0,0
2,Study 1B,185,1,0,1,0
2,Study 1B,186,1,1,1,0
2,Study 1B,187,1,1,1,0
2,Study 1B,188,1,1,1,0
2,Study 1B,189,1,1,0,0
2,Study 1B,190,1,0,1,0
2,Study 1B,191,1,0,0,0
2,Study 1B,192,1,1,1,0
2,Study 1B,193,1,1,1,0
2,Study 1B,194,1,1,1,0
2,Study 1B,195,1,1,1,1
2,Study 1B,196,1,0,0,1
2,Study 1B,197,1,1,0,0
2,Study 1B,198,1,0,1,0
2,Study 1B,199,1,1,1,0
3,Study 2,1,1,0,1,
3,Study 2,2,1,1,1,1
3,Study 2,3,1,0,1,
3,Study 2,4,1,0,1,0
3,Study 2,5,1,0,0,1
3,Study 2,6,1,0,1,0
3,Study 2,7,1,0,1,0
3,Study 2,8,1,1,1,1
3,Study 2,9,1,0,0,1
3,Study 2,10,1,0,1,0
3,Study 2,11,1,1,1,1
3,Study 2,12,1,1,1,1
3,Study 2,13,1,0,0,1
3,Study 2,14,1,0,0,1
3,Study 2,15,1,0,0,0
3,Study 2,16,1,0,0,0
3,Study 2,17,1,0,1,
3,Study 2,18,1,0,0,
3,Study 2,19,1,0,0,
3,Study 2,20,1,1,0,1
3,Study 2,21,1,0,0,1
3,Study 2,22,1,1,1,
3,Study 2,23,1,1,1,1
3,Study 2,24,1,1,0,0
3,Study 2,25,1,0,0,0
3,Study 2,26,1,0,1,1
3,Study 2,27,1,0,1,
3,Study 2,28,1,1,0,1
3,Study 2,29,1,0,0,0
3,Study 2,30,1,1,0,1
3,Study 2,31,1,1,0,1
3,Study 2,32,1,1,0,1
3,Study 2,33,1,1,0,0
3,Study 2,34,1,1,0,1
3,Study 2,35,1,1,0,1
3,Study 2,36,1,0,0,1
3,Study 2,37,1,0,0,0
3,Study 2,38,1,1,0,1
3,Study 2,39,1,0,1,1
3,Study 2,40,1,0,0,0
3,Study 2,41,1,1,1,1
3,Study 2,42,1,1,1,
3,Study 2,43,1,1,1,
3,Study 2,44,1,1,1,0
3,Study 2,45,1,0,1,
3,Study 2,46,1,0,1,0
3,Study 2,47,1,1,1,1
3,Study 2,48,1,0,0,0
3,Study 2,49,1,1,1,1
3,Study 2,50,1,0,0,0
3,Study 2,51,1,0,0,1
3,Study 2,52,1,1,1,1
3,Study 2,53,1,1,1,
3,Study 2,54,1,0,1,
3,Study 2,55,1,0,0,1
3,Study 2,56,1,0,1,0
3,Study 2,57,1,1,1,1
3,Study 2,58,1,0,0,1
3,Study 2,59,1,0,1,0
3,Study 2,60,1,0,0,1
3,Study 2,61,1,1,0,1
3,Study 2,62,1,0,0,0
3,Study 2,63,1,1,1,
3,Study 2,64,1,0,1,
3,Study 2,65,1,1,1,1
3,Study 2,66,1,1,0,1
3,Study 2,67,1,1,0,
3,Study 2,68,1,1,0,1
3,Study 2,69,1,1,0,
3,Study 2,70,1,1,1,1
3,Study 2,71,1,1,1,1
3,Study 2,72,1,0,0,0
3,Study 2,73,1,0,1,1
3,Study 2,74,1,0,0,
3,Study 2,75,1,1,0,1
3,Study 2,76,1,1,0,1
3,Study 2,77,1,1,1,
3,Study 2,78,1,0,0,1
3,Study 2,79,1,0,1,
3,Study 2,80,1,1,0,0
3,Study 2,81,1,1,1,1
3,Study 2,82,1,1,1,1
3,Study 2,83,1,0,0,1
3,Study 2,84,1,1,0,1
3,Study 2,85,1,0,1,0
3,Study 2,86,1,1,0,0
3,Study 2,87,1,0,1,0
3,Study 2,88,1,1,0,1
3,Study 2,89,1,0,1,0
3,Study 2,90,1,1,1,1
3,Study 2,91,1,1,1,
3,Study 2,92,1,0,1,0
3,Study 2,93,1,0,0,1
3,Study 2,94,1,1,0,1
3,Study 2,95,1,1,1,0
3,Study 2,96,1,1,1,
3,Study 2,97,1,0,1,
3,Study 2,98,1,0,0,0
3,Study 2,99,1,1,0,1
3,Study 2,100,1,0,0,
3,Study 2,101,1,0,1,1
3,Study 2,102,1,0,0,0
3,Study 2,103,1,1,1,1
3,Study 2,104,1,0,1,0
3,Study 2,105,1,1,1,1
3,Study 2,106,1,1,0,1
3,Study 2,107,1,0,0,1
3,Study 2,108,1,0,1,0
3,Study 2,109,1,0,1,0
3,Study 2,110,1,1,1,0
3,Study 2,111,1,0,1,
3,Study 2,112,1,0,1,1
3,Study 2,113,1,0,1,0
3,Study 2,114,1,0,1,1
3,Study 2,115,1,0,0,0
3,Study 2,116,1,1,0,1
3,Study 2,117,1,1,1,1
3,Study 2,118,1,0,0,0
3,Study 2,119,1,0,1,1
3,Study 2,120,1,1,1,1
3,Study 2,121,1,1,1,1
3,Study 2,122,1,0,1,1
3,Study 2,123,1,1,1,1
3,Study 2,124,1,0,1,0
3,Study 2,125,1,0,1,0
3,Study 2,126,1,0,1,0
3,Study 2,127,1,0,0,0
3,Study 2,128,1,1,0,1
3,Study 2,129,1,0,0,0
3,Study 2,130,1,0,1,0
3,Study 2,131,1,1,1,1
3,Study 2,132,1,1,1,1
3,Study 2,133,1,1,1,1
3,Study 2,134,1,0,1,1
3,Study 2,135,1,1,1,
3,Study 2,136,1,0,0,1
3,Study 2,137,1,0,1,0
3,Study 2,138,1,0,1,1
3,Study 2,139,1,1,0,1
3,Study 2,140,1,0,0,0
3,Study 2,141,1,1,1,1
3,Study 2,142,1,0,1,0
3,Study 2,143,1,1,1,1
3,Study 2,144,1,0,0,1
3,Study 2,145,1,1,0,1
3,Study 2,146,1,1,0,1
3,Study 2,147,1,0,0,0
3,Study 2,148,1,0,0,1
3,Study 2,149,1,0,1,
3,Study 2,150,1,0,0,0
3,Study 2,151,1,0,0,1
3,Study 2,152,1,0,0,1
3,Study 2,153,1,0,1,0
3,Study 2,154,1,0,0,
3,Study 2,155,1,0,0,1
3,Study 2,156,1,0,1,0
3,Study 2,157,1,1,1,1
3,Study 2,158,1,1,1,1
3,Study 2,159,1,1,1,1
3,Study 2,160,1,1,0,1
3,Study 2,161,1,1,0,0
3,Study 2,162,1,1,0,1
3,Study 2,163,1,1,1,1
3,Study 2,164,1,1,1,
3,Study 2,165,1,0,0,1
3,Study 2,166,1,0,1,0
3,Study 2,167,1,1,1,
3,Study 2,168,1,0,0,
3,Study 2,169,1,1,1,1
3,Study 2,170,1,1,1,0
